   0	0	1	12.8	kJ/mol
   1	0	3	12.7	kJ/mol
   2	0	8	11.7	kJ/mol
   3	0	10	14.3	kJ/mol
   4	0	12	10.7	kJ/mol
   5	1	1	10.6	kJ/mol
   6	1	2	10.2	kJ/mol
   7	1	3	13.7	kJ/mol
   8	1	6	9.3	kJ/mol
   9	1	7	8.7	kJ/mol
  10	2	8	17.0	kJ/mol
  11	2	9	11.5	kJ/mol
  12	3	5	16.5	kJ/mol
  13	3	8	15.2	kJ/mol
  14	3	11	9.1	kJ/mol
  15	4	5	16.9	kJ/mol
  16	4	8	15.2	kJ/mol
  17	4	8	22.6	kJ/mol
  18	4	9	20.4	kJ/mol
  19	4	9	21.9	kJ/mol
  20	4	10	13.3	kJ/mol
  21	4	12	14.8	kJ/mol
  22	4	16	226.8	kJ/mol
  23	5	6	18.0	kJ/mol
  24	5	10	12.5	kJ/mol
  25	5	11	9.2	kJ/mol
  26	5	12	24.0	kJ/mol
  27	5	19	208.3	kJ/mol
  28	6	7	8.3	kJ/mol
  29	6	7	13.2	kJ/mol
  30	6	9	12.9	kJ/mol
  31	6	12	17.6	kJ/mol
  32	7	9	13.3	kJ/mol
  33	7	10	17.7	kJ/mol
  34	7	11	17.4	kJ/mol
  35	9	9	10.8	kJ/mol
  36	10	11	26.0	kJ/mol
  37	10	12	11.6	kJ/mol
  38	11	12	16.2	kJ/mol
  39	13	14	89.5	kJ/mol
  40	13	15	92.7	kJ/mol
  41	13	20	98.2	kJ/mol
  42	14	14	85.5	kJ/mol
  43	14	16	93.2	kJ/mol
  44	14	17	92.3	kJ/mol
  45	14	21	98.7	kJ/mol
  46	14	21	98.7	kJ/mol
  47	15	16	99.7	kJ/mol
  48	15	17	92.5	kJ/mol
  49	15	18	101.9	kJ/mol
  50	15	18	104.3	kJ/mol
  51	16	17	89.3	kJ/mol
  52	16	19	98.2	kJ/mol
  53	16	19	101.3	kJ/mol
  54	16	22	115.3	kJ/mol
  55	17	22	101.5	kJ/mol
  56	17	22	104.2	kJ/mol
  57	18	19	98.4	kJ/mol
  58	18	20	89.0	kJ/mol
  59	18	22	93.6	kJ/mol
  60	19	21	90.4	kJ/mol
  61	19	22	91.4	kJ/mol
  62	19	22	101.4	kJ/mol
  63	20	21	93.2	kJ/mol
  64	21	21	88.9	kJ/mol
  65	21	22	89.1	kJ/mol
