0	1	2.8873925043238554514102662731629690737549987463838563088269294191525707051117603374489885745220735584979929187103948817777118214536491184771653395258843620229069794833856692307490897021116050308004968e10
0	3	1.409037680776151310933445905461292298490761847182322829679993272463957953744467158447640998631473098535528602236159080223304919904997204320661762869435152915256844012455787437710660468817984307277163e11
0	8	6.2964246865110054479590539675448549910689923277418617064045185180913264177466878893409117572001204985837552526770497717198345175963024003630206981223264302237268578321214528347740373793641271855894665e11
0	10	6.9656170227412356257291179455036285624526432746560938874029418856902754505891048846124500614014895493190893746904747001433162266472464638071273259382277442244525643869057940094866882482089972572832585e10
0	12	9.3583268347542553101432697156612792534391671214605196531031839594586803175454214297033549135574289898974784960696593234920165387377938596301879572196569871263117674358473152482270245753427948036368003e11
1	0	4.4846928968942449005854099629550644823132180111056597589445110459257199743939533654436511801652369889452935465659971843552826241767829286809212776760640730530256797776739341078668108273862626997050975e10
1	2	2.2870316757841901447543730294736514107372116151768974887788982376077842106408917791471174008243950086806591206686378414151698036653033722698201558691423737665471666988924771606919942278497835414707683e11
1	3	8.6810655351604375208825524316135511622760785284188965512067562954317042745952933731996460883785356113438968470204439875801721616776178003600050875662184557815570238200577275436749277357017275384891311e10
1	6	4.0538449035076198828163992335237397618939990313974026560586851073067269467102379678582424013951773111455247600639996259180909109671698498111813240693357909370777299060292132583952898597600089445627269e11
1	7	5.7656547912332640727108233505994801910021138005946926649410181864016393003260476275945519049720202294550494913612756770717364110562826027870431714776936496907531320177381259489226697090907996284030353e11
2	1	8.3071173665361345720599050355818009050691727479203034065850318797203376475939539891958274882858339683038302339514167366790142700002817398513636031750255826027716672656082816732024489969309538491851546e10
2	8	5.5891549615638013153728422568045145336005176081039577413835818939093588403128086193215253119192723894156083711295721275056294651012786982778716993376050599526016504276891283519369433926328033621276558e10
2	9	4.834570331562594783087552112621585637250902644113752077853361427041243509485506885479004097939585608859771404011637805934204491194912533588778700869352112262619686035858095741791110704311142018885803e11
3	0	4.897541058191851509448012563179268703145813349690285894825011142191221729017476395080974643021705014153259231361997031004322235815183901255157257304566888070181289995367351084378436041616575808634291e10
3	1	1.9426816101736376460764414506170971666636198679407732275752866424845539849705768207118664117549733634699085300355837684936471077602573698913250349409829630429537646082439703544062496955319608750094608e10
3	5	1.7022900624958882588013563687489745039819529185772371579988926626335506304201608920865363454113667496206861166914886310519368187142269862559417054310717121273318814702700468217435095888480000282952513e10
3	8	1.3483415533117548514834278650605509619622621233270357262169703645057245159354384101570565626463251826372494738217805448403950378507055518195513307042534489728626596344848203093111389980476998358122183e11
3	11	7.1855841244786606218610710401254359770452190876270171990394713832348719249195635249696773664878215836145449137663844468283847488091810025605552078302552133033927722867236209409208318557406427228871662e11
4	5	1.5587920674926404466084555579897727864355795857573795325706141035673851665514697066934728472791760745198723058355558653631668056663699798174172493841635189980751962998496836017443516630441830543553167e10
4	8	1.4608843638042682490745757459735613468574470360793826964098685272212592052248525991596241407779927981294713651992423369065907215249543448222381621405156250698483059829533803142244690801178910517331802e11
4	9	1.2575454401887383897576412861191554202357652354813025673206597096449064908744711617762585318074332465577378954317723016753053422144477017138488525938888732952282394028523993031170591629628847234196065e10
4	10	9.4802199090924826153735924516149715474233902738699589488620424158278740645580672061546098789861728568120292555178012173538254837590269532727303432387728651248632078675273280955298115828129811272978909e10
4	12	1.409037680776151310933445905461292298490761847182322829679993272463957953744467158447640998631473098535528602236159080223304919904997204320661762869435152915256844012455787437710660468817984307277163e11
4	16	1.4494027003769443426516986018443288886481386824625734058875260416575464929035163112735816974453866729151892100812486759140291739332963654804989057225865027563739194263007988227837738295576718048932413e-15
5	3	2.3168204753199100678472921382493986819253343675624336984815049069598038359391208348822401541406485804398359848935400552116520437837519865453199369510827439539205414018848809045604246429669009742542218e10
5	4	4.1066466090800106921650518034338087850913707479734135367578320398279880572734914984955127251201005327762231279628027781627923642363506544187494111691012365425957790616816590600915472970109105227118289e10
5	6	8.7941372183039041575440115294432327619074397817925822160916599415616895975768129730741737209752571137006976211824535064669561689894065397728745494202968651873951314421067157782921665840278235056057305e9
5	10	1.409037680776151310933445905461292298490761847182322829679993272463957953744467158447640998631473098535528602236159080223304919904997204320661762869435152915256844012455787437710660468817984307277163e11
5	11	7.1855841244786606218610710401254359770452190876270171990394713832348719249195635249696773664878215836145449137663844468283847488091810025605552078302552133033927722867236209409208318557406427228871662e11
5	12	2.6784321597616671199719898174124925041610233528183733186894027536967985084615689593855670376438041722141057793438847658828837148849052448506642051220391081313287639052902783378235062798237507709953794e9
5	19	4.380446249383007133023565536950478874743702449076573244587109070666244831629254440044412767612845915557163833509564662685009864743438250405070425680914181808898365048206668737949936455722622184429905e-12
6	1	1.1814949063360507243460805861840587404161202579378624347211136706790901133550032524116914935764448865087329994078818184045213324254039524512448665847175892224639222370907078284348773016485021121759399e11
6	5	8.4153183401263199281881198803856324645224482563910231677937050098966587479971185791901123926986582487967301910043894770137285627576736457410674805549222238254610409648000314648585401665203351008605834e9
6	7	7.3405459353301350018519635212747758685059934223410722621338642623691461430897465726490821465256236476937125345572053125077837880405880918831460100671801924712892273754496165812295875370134168485527475e11
6	9	2.0040295197692071255986483347166321885285168774464964167624569806664017386048542741663740648794739971960267890122048064298089500256461880722662388026218075312200305601943843429844135696835944587363864e11
