#	k^\mathrm{gpe}_\mathrm{F}	A / [s]	E_a / [kJ/mol]	RE[A] / [s]	RE[E_a] / [kJ/mol]
k^\mathrm{gpe}_\mathrm{F}_1	6.66359347619752228224707039158912276140230598953789396864155031536852824410392735261778734412215169667889778160126515404562919880497897131043732928177615566719038931042542913980441285158852035203e10	121.6809267049241072036652122256277498257640010486061694017365951040777684637218056468453253558321464535132316780480192003639918755165837036565116612535468489128134856793157481256356837111548396334582	1.36994168085688692426779025344604218778852012740092868092019196389918208500610376466742997543665610822321443644054096273775569164043308202305143777587582285131753200120821628076051847556861e-8	2.97077663956669912482173069504617372656692371322325894550330035761690824810589568814678819169253833657258634717879810250398082206746141106956669665073135503313874640987164745730443223422026e-10
