#	k^\mathrm{lmp}_\mathrm{F}	A / [s]	E_a / [kJ/mol]	RE[A] / [s]	RE[E_a] / [kJ/mol]
k^\mathrm{lmp}_\mathrm{F}_1	6.6635934761947521520153937499395e10	121.6809267049230049281370802221186	1.369982410096417500293861e-8	2.97086501221533729076363e-10
