#	k^\mathrm{gpe}_\mathrm{F}	A / [s]	E_a / [kJ/mol]	RE[A] / [s]	RE[E_a] / [kJ/mol]
k^\mathrm{gpe}_\mathrm{F}_1	6.66359347619752228224707039158912276140230598953789396864155031536852824410392735261778734412215169667889778160126515404562919880497897131043732928177615566719038931042542913980441285158852035203e10	121.6809267049241072036652122256277498257640010486061694017365951040777684637218056468453253558321464535132316780480192003639918755165837036565116612535468489128134856793157481256356837111548396334582	1.3699416808568869242677902534460421877885201274009286809201919638991820850061037646674299754366561082232144364405409627377556916404330820230514377758758228513175320012082162807605178486567e-8	2.97077663956669912482173069504617372656692371322325894550330035761690824810589568814678819169253833657258634717879810250398082206746141106956669665073135503313874640987164745730443036312961e-10
