3	4	1.47926600337328941705464549831504757497253850523337651350272e-12
0	1	1.88185670971170883358513721046272932383635032860987848255321e-12
4	5	2.8916763285881354847565235067076279608095509242425546634258e-12
3	5	4.11276861868482773408966081465127377727551280139232491011469e-12
2	3	6.4498419611826320866924456196753760334984270318780742926907e-12
1	2	6.4817843185817296087022148726722595610438368937209541396054e-12
0	2	6.57974745040406790536521619083526946289989595928015583216851e-12
2	4	6.61807963612019681996377090744950515985389498295569442079918e-12
2	5	6.83635945470204977358067284862899730735116126435766599423891e-12
1	3	7.53557214044882809720868860577931753125196225738683574076843e-12
0	3	7.58402809181604894854838851649396767024255569345591320478222e-12
1	4	7.62741788215399053147019253264586821754868132065994777358832e-12
0	4	7.67326596014231179246292902935117875488569485632642590483053e-12
1	5	7.74722746702400470689833066323018969209060799676632688227472e-12
0	5	7.78970837387296474784545071276990987128279363669732923266437e-12
