   0	0	1	16.7	kJ/mol
   1	0	3	16.5	kJ/mol
   2	0	8	15.9	kJ/mol
   3	0	10	17.8	kJ/mol
   4	0	12	13.9	kJ/mol
   5	1	1	13.8	kJ/mol
   6	1	2	13.3	kJ/mol
   7	1	3	17.6	kJ/mol
   8	1	6	12.1	kJ/mol
   9	1	7	11.6	kJ/mol
  10	2	8	20.7	kJ/mol
  11	2	9	15.3	kJ/mol
  12	3	5	19.4	kJ/mol
  13	3	8	19.7	kJ/mol
  14	3	11	12.4	kJ/mol
  15	4	5	20.5	kJ/mol
  16	4	8	20.2	kJ/mol
  17	4	8	27.4	kJ/mol
  18	4	9	23.5	kJ/mol
  19	4	9	24.5	kJ/mol
  20	4	10	15.8	kJ/mol
  21	4	12	17.4	kJ/mol
  22	4	16	232.4	kJ/mol
  23	5	6	20.5	kJ/mol
  24	5	10	15.1	kJ/mol
  25	5	11	12.8	kJ/mol
  26	5	12	27.2	kJ/mol
  27	5	19	215.1	kJ/mol
  28	6	7	11.0	kJ/mol
  29	6	7	15.4	kJ/mol
  30	6	9	15.0	kJ/mol
  31	6	12	20.6	kJ/mol
  32	7	9	15.6	kJ/mol
  33	7	10	20.5	kJ/mol
  34	7	11	20.6	kJ/mol
  35	9	9	14.5	kJ/mol
  36	10	11	28.7	kJ/mol
  37	10	12	14.7	kJ/mol
  38	11	12	18.6	kJ/mol
  39	13	14	94.3	kJ/mol
  40	13	15	97.7	kJ/mol
  41	13	20	101.4	kJ/mol
  42	14	14	90.4	kJ/mol
  43	14	16	97.5	kJ/mol
  44	14	17	96.6	kJ/mol
  45	14	21	101.2	kJ/mol
  46	14	21	101.2	kJ/mol
  47	15	16	105.2	kJ/mol
  48	15	17	98.2	kJ/mol
  49	15	18	106.5	kJ/mol
  50	15	18	108.7	kJ/mol
  51	16	17	95.1	kJ/mol
  52	16	19	101.5	kJ/mol
  53	16	19	105.0	kJ/mol
  54	16	22	118.0	kJ/mol
  55	17	22	104.6	kJ/mol
  56	17	22	106.8	kJ/mol
  57	18	19	102.2	kJ/mol
  58	18	20	92.8	kJ/mol
  59	18	22	96.0	kJ/mol
  60	19	21	93.2	kJ/mol
  61	19	22	94.3	kJ/mol
  62	19	22	104.6	kJ/mol
  63	20	21	94.8	kJ/mol
  64	21	21	90.2	kJ/mol
  65	21	22	92.0	kJ/mol
