3	10	5.06293157714480445664472687346282638261277761784965735036491e-12
0	8	5.26653213862412634948164561134950707815405744515287114113911e-12
6	7	5.61580748999179782775578138029248501490044632377930152228717e-12
1	9	6.67729710190938765314548424107910264743411515593014032538659e-12
21	22	6.73830920630552704395736558420124834218625270737862673915533e-12
1	7	6.81552638171008028757418152560923282793616381223507621290682e-12
14	15	8.57590297415352807387500327710437435206439211842354729270287e-12
1	6	8.76541056883991976189411973305992601545892079996985764457515e-12
4	10	1.0870421294278700736505674344247305641153543760114112024061e-11
2	9	1.10333656821929934218684898971462043996181589881220620571287e-11
3	4	1.10575525264094340853943467501810669683221892910257409476131e-11
7	9	1.13479310128567756679515596837828793731009096421663210052416e-11
6	9	1.30815671635269030620052031830272875915235336230910548427111e-11
4	12	1.51268718022179208035468901549423503621966963746382220088164e-11
1	2	1.57860829088641061838157481751854656169184844709859542363085e-11
2	7	1.73687570243834849414343641867938794892518107927063747607249e-11
2	6	1.84936231549351672954546736342905111432246364902063512551454e-11
8	12	1.98227765688115758395193516704235311146937542681621000765889e-11
0	12	2.06837320910818919378606870755687599226686156459267206781702e-11
18	20	2.09939857737061803680662128755499019745068860442653197164026e-11
16	17	2.37883012557574354335825359955093044827944559901275045294644e-11
3	12	2.50864655134941919269782041402026118587271337349090220433139e-11
10	12	2.59166522889644602827367993927962180424140349109985786169589e-11
13	15	2.76279088342817304384312371348269163916162578390828450766957e-11
13	14	2.83972545966153386858611456351445947183083956241886847985583e-11
14	17	2.99813893072749494624540576563981391531554724723951788437801e-11
15	17	3.06260901897329584392986567185461544414864616794653337766203e-11
4	8	3.09896894833154819601526631092269758999200325976908842963271e-11
0	4	3.15324344876761870453378754486451985519907034763178129982311e-11
10	11	3.35071928984447534739917177704503285747631192661323642193344e-11
3	11	3.44322604247754297401162969698586640046705081738690002231909e-11
3	8	4.05502704262702288680307065104008251351720742480231864034771e-11
0	3	4.10183436714522407754931240671575408651843343179891226831727e-11
8	10	4.13795471355926292424183748895939026109199057274080742145874e-11
0	10	4.18440581380851130284306407545119071371473291585147912142554e-11
4	11	4.47639123317941656260555733073245358482918972508048515580062e-11
14	16	4.53514631844425440787575175763108662693842065910587846839671e-11
15	16	4.54630914094635111177469931467855432321494226625337468123622e-11
0	6	4.57547061016542388874495095675786441081459842702704164555037e-11
