#	run	p / cm	kelvin	T^-1	k/2.303 min^-1	k/sec^-1	log k
	56	35.8	469.1	0.002131	0.0749	0.002875	-2.5413
	57	38.9	469.4	0.002130	0.0784	0.003021	-2.5199
	58	33.2	473.7	0.002111	0.100	0.003838	-2.4160
	59	29.0	473.8	0.002111	0.0987	0.003789	-2.4215
	60	30.3	427.7	0.002338	0.003125	0.000120	-3.9208
	62	33.2	456.7	0.002189	0.03035	0.001166	-2.9333
	63	36.2	451.6	0.002214	0.02054	0.000788	-3.1035
	64	38.0	440.2	0.002271	0.00889	0.000341	-3.4672
