   0	0	1	14.7	kJ/mol
   1	0	3	14.5	kJ/mol
   2	0	8	13.7	kJ/mol
   3	0	10	15.9	kJ/mol
   4	0	12	12.2	kJ/mol
   5	1	1	12.1	kJ/mol
   6	1	2	11.7	kJ/mol
   7	1	3	15.6	kJ/mol
   8	1	6	10.6	kJ/mol
   9	1	7	10.0	kJ/mol
  10	2	8	18.8	kJ/mol
  11	2	9	13.3	kJ/mol
  12	3	5	17.9	kJ/mol
  13	3	8	17.3	kJ/mol
  14	3	11	10.7	kJ/mol
  15	4	5	18.6	kJ/mol
  16	4	8	17.6	kJ/mol
  17	4	8	24.9	kJ/mol
  18	4	9	21.9	kJ/mol
  19	4	9	23.1	kJ/mol
  20	4	10	14.5	kJ/mol
  21	4	12	16.0	kJ/mol
  22	4	16	229.6	kJ/mol
  23	5	6	19.1	kJ/mol
  24	5	10	13.7	kJ/mol
  25	5	11	10.9	kJ/mol
  26	5	12	25.5	kJ/mol
  27	5	19	211.7	kJ/mol
  28	6	7	9.6	kJ/mol
  29	6	7	14.2	kJ/mol
  30	6	9	13.9	kJ/mol
  31	6	12	19.0	kJ/mol
  32	7	9	14.4	kJ/mol
  33	7	10	19.0	kJ/mol
  34	7	11	18.9	kJ/mol
  35	9	9	12.6	kJ/mol
  36	10	11	27.3	kJ/mol
  37	10	12	13.1	kJ/mol
  38	11	12	17.3	kJ/mol
  39	13	14	91.8	kJ/mol
  40	13	15	95.1	kJ/mol
  41	13	20	99.7	kJ/mol
  42	14	14	87.9	kJ/mol
  43	14	16	95.3	kJ/mol
  44	14	17	94.4	kJ/mol
  45	14	21	99.9	kJ/mol
  46	14	21	99.9	kJ/mol
  47	15	16	102.4	kJ/mol
  48	15	17	95.3	kJ/mol
  49	15	18	104.1	kJ/mol
  50	15	18	106.4	kJ/mol
  51	16	17	92.1	kJ/mol
  52	16	19	99.8	kJ/mol
  53	16	19	103.1	kJ/mol
  54	16	22	116.6	kJ/mol
  55	17	22	103.0	kJ/mol
  56	17	22	105.4	kJ/mol
  57	18	19	100.2	kJ/mol
  58	18	20	90.8	kJ/mol
  59	18	22	94.7	kJ/mol
  60	19	21	91.7	kJ/mol
  61	19	22	92.8	kJ/mol
  62	19	22	103.0	kJ/mol
  63	20	21	94.0	kJ/mol
  64	21	21	89.5	kJ/mol
  65	21	22	90.5	kJ/mol
