#	Tc	i	j	k_{i,j}
0	1	1	-1.61292906399098462632291365651534368692359382539869550423e9
0	1	2	2.656388230142148442772411907623638953070133871388786776993e9
0	1	3	5.691915792369401885828309762322454425965481833724005719123e9
0	1	4	1.106009558132424640577773835821573036338919476933187252423e-31
0	2	1	4.778163248052475468835972558185650318384646134557826611367e8
0	2	2	-3.357748852573204636525214983998479547359597840220487486067e10
0	2	3	2.788970010341272731469187529593445508646708627593606541577e10
0	2	4	0
0	3	1	1.1351127391857370794393162783046721489822906414155611921579e9
0	3	2	3.092110029558989792247973793236115652052584453081608808368e10
0	3	3	-3.358161589578212920052260073210779458123258204703411000265e10
0	3	4	4.3533571693209994535294845647964777766651365069128108045e-28
0	4	1	1.223921065061028385705273516509356841227042468597770577809e-16
0	4	2	0
0	4	3	2.415673850885068800013937374038867765120057803955659692148e-12
0	4	4	-4.354463178879131878170062338632299349701475426389743991753e-28
50	1	1	-6.944691854728217881274419655757103214452896984690138190457e9
50	1	2	7.091312911138841125492264832420172046376299821910008147266e9
50	1	3	1.567991905379268281629979167283090860561581345818752419338e10
50	1	4	3.216434244433641383719493286506126488188982237404551963528e-25
50	2	1	1.988979631204780560012400813521116482117322440941767942997e9
50	2	2	-7.456506787036039182645624405787681837349771396520694603265e10
50	2	3	5.98792432318822647736792988966388515078078323422443505713e10
50	2	4	0
50	3	1	4.955712223523437321259621472017735379455791610855117181424e9
50	3	2	6.747375495922155070096397922545664632712141414329693788539e10
50	3	3	-7.555916228567494759739719987388391006343944284957736307715e10
50	3	4	3.145538914783186662431853917776626627762829052624629168344e-22
50	4	1	2.397370218251352879782932893253066036438935677315178602999e-12
50	4	2	0
50	4	3	7.418109304414149950015797049145488312472587166286628016459e-9
50	4	4	-3.148755349027620303815573411063132754251018034862033720308e-22
100	1	1	-2.028644313645999203977919645277537424299903505007970633777e10
100	1	2	1.4396346037437558497730705694483153171169378059768720060731e10
100	1	3	3.341550985888292265150338368850426046398554081489341617045e10
100	1	4	1.690645219213613073086927501621283805724131400670926729206e-20
100	2	1	5.537857497711651905702074337922067817592600696922200694322e9
100	2	2	-1.3202374118522467296025074265611717379751344444389039226648e11
100	2	3	1.0251695462998228325271764817260791899911160244467219294051e11
100	2	4	0
100	3	1	1.4748585638748340130833934203217164027075986097800027753418e10
100	3	2	1.1762739514778711446252003696163402062634406638412167220575e11
100	3	3	-1.3593246448886520849726596976696067470033036271795843284079e11
100	3	4	5.966129744090314592867798854860793058599108995432027173688e-18
100	4	1	3.243187911636142398330448255357477890032752653633962717905e-9
100	4	2	0
100	4	3	2.593044937905848495237233219458392823729828138878495784957e-6
100	4	4	-5.98303619628245072359866812987700589665635030943873644098e-18
150	1	1	-4.648348138683344194470940619324570092361170874926833745064e10
150	1	2	4.360605455652531314413542579855642592272245985945215128559e10
150	1	3	8.301485218230824257648209550538581577720067940631404616563e-17
150	1	4	0
150	2	1	4.648348138683344113140708242880535588700799128659676155871e10
150	2	2	-4.360605455652543676040279501612885553820056337528953243184e10
150	2	3	0
150	2	4	6.428807451013616387312710264245448441259561478087153760862e-14
150	3	1	8.133023237644403450366037174626715758919341633560397103299e-7
150	3	2	0
150	3	3	-1.7665187262408178867109453708336271049506458592065104811023e11
150	3	4	8.4434006798167692575479761314477751148874585741233139726337e11
150	4	1	0
150	4	2	0.0001236162673692175724296154781035158373811462510722539090835
150	4	3	1.76651872624081788671094537000347858312756343344168952604844e11
150	4	4	-8.4434006798167692575479767743285202162490973053943403971786e11
200	1	1	-8.827455378319265534932365259802519635365710937658632956914e10
200	1	2	6.858036084288530053086696845924871876332796001156620847154e10
200	1	3	7.701296552934656417437774750220608559922587363465597298388e-14
200	1	4	0
200	2	1	8.827455378319259278772463862058703578030064140029916026115e10
200	2	2	-6.858036084288956271882940606639582196592463756334874935548e10
200	2	3	0
200	2	4	1.1343571016591570018863929542412504616618993208398110319649e-11
200	3	1	0.0000625615990139774381605733564679762871693079883097211542267
200	3	2	0
200	3	3	-3.9968158543894251076795846906179556357980828320608335898162e11
200	3	4	6.7133542371057677258343013321674433124833055060635809083129e11
200	4	1	0
200	4	2	0.004262187962437607147103202596677551782540883939292912995856
200	4	3	3.9968158543894251076795839204883003423324410882833585677553e11
200	4	4	-6.7133542371057677258344147678776092281834941453590050333591e11
250	1	1	-2.593918405876440310173080411499879278497318624775079467505e11
250	1	2	1.7444749491526066879700582770706670413544956659347465556744e12
250	1	3	5.901367821485416913624513582570994543387721502884997676994e-10
250	1	4	0
250	2	1	2.593918405875904733175691788651834574157262683551367531141e11
250	2	2	-1.7444749491526066879700582770706670413544956659347465556744e12
250	2	3	0
250	2	4	0
250	3	1	0.05355769973886228480447043400559412237119363641136712000952
250	3	2	0
250	3	3	-2.33524324058870043543589849816041996786661741283992695561448e11
250	3	4	2.21857384104793603445722877165462953391781396906290493162516e12
250	4	1	0
250	4	2	0
250	4	3	2.33524324058870043542999713033893455095299289925735596107109e11
250	4	4	-2.21857384104793603445722877165462953391781396906290493162516e12
