#	Tc	i	j	k_{i,j}
100	1	2	1.698925254510078287964883156957596323665026273330329805681792966745519014831693305503728492490545658438054588375978536969265428702870338691496800946348909148879110108590895e10
100	1	3	3.016211813195372069185003419660660413666106127984227749269626470534347970449736961438906659321210225524331241152968740189297784467024388891175706574354306740664305550981832e10
100	1	4	1.461261737001682819637321279038254811934710225607038257330276858028420970273590822500264354173006958145209567539784286525520137466058877410023735056169952796419229592473e-20
100	2	1	6.06775323174934420002382266811263324275581810908759165046828526728924692344956324888283250471811969180835634285315154868944130517410000413324966090525772178288178944088277e9
100	2	2	-1.154869446391337342426846509014950915561865070683631135327640312722103937360181037208263078243281588673458285791609397684968021900152305056206503810223485340383520977422358e11
100	2	3	8.69039067223102172771072768977482531268090210241207792587993224447090962587003255352447380012714374290252733174957891279129391229797428621036316038401331283555130743380817e10
100	2	4	-4.0033743059492986587743919775629817383773973951718645966712773328465458904197584503389402901591156915849286366713755418034086783282982914802400591717591413789285630582386e-19
100	3	1	1.37118800121648926480275537464363357501309594138693178535080810362816873788239178600478473740236727321421836570802021477263800088133782099386271776162313724544602178432938e10
100	3	2	9.66820326857399115446925052093529916932871477881900893064623748229561541704537253769867974721239160610677257386476528286625146761028722114695357869490587362505740413381675e10
100	3	3	-1.153289092110576253588210593362514123842746088169268839273788348190436334036589799283295193552006678568298458461502420167516704700296976054215607349732478679627494549801475e11
100	3	4	6.31237646493114722563388798885827366919813548893821849192650974253413767703011629976925387509917531206464116129579887829035832856348564577204824918254106359188955673390357e-18
100	4	1	6.827819353506958502812830335524983834520707130351244887933977560994328680080471467385247206923895081186922787356903192055634488975624395039082535360796337311287202662046e7
100	4	2	1.81565940829303981834331412256613662624909654686972616948372678179904941724744528880222542729878622189755695675350157014163322688365490723614658460980070629898695531815933e9
100	4	3	-1.737115643206312610136251758103444879195473487036172824116752331008942559538715221304285239282871827438739882875234513054246497620289145593827934610428327799406674867752592e9
100	4	4	-5.92665165170623418795282200389235804347974285167710241483268477782976729769087636296036248962499381248760039330405916697527266210531640539812448061592684898196089272400443e-18
150	1	1	-4.45841586350464752094928810394268648149407631420294713375622150490953761455660909571373154490554472516250296655919389419426085428094937330608123350711660103079812235928227882146328790526317667607271e10
150	1	2	4.18243039418147927905971617068823362977344155070734329861435190152059195059889451158024571892131363173195898531866987907928203002882152503480927021707227929741632577110246088585379281434425660737336e10
150	1	3	-1.37822966482204035029788270287867554105865567665711230009770975611039769767946518031609048880417512622292505886404344565906221430867470729103690085073781339453714732326356921419219440306388980230811e-14
150	1	4	6.88714330108574384136861607169812675164305471241513297698395822199196905530694255268285091136610627642921946055788098739547584713769515140272975515303182233513806666443076616258365191682676902299841e-14
150	2	1	4.45841586350464674587708256422905916621622995684757488586823211459708677967286536540473787354363162983514231017143326819777101690908875531848216754761900821323181309951879111034833848623591849259758e10
150	2	2	-4.18243039418149098988859055368703537871326709437312971970994699349296740403886260017615752545020200270738372496806282019917891400586486543550791428559778002540301638092440700911230121553415812545292e10
150	2	3	1.32347730685633525482479000362248647797379111935726753324474147165506333442462224722046934442414690352074920237171487684533561776017635664113007236083694814234863471205921378769268283968888332410064e-14
150	2	4	-1.5695842650119687922851023560558846030390846314677058889205781824321850036940293922422910835127567637353807291252670238290693195452904412646869559966682211629488473172052468938995535110218207754807e-15
150	3	1	1.0309462393631153720427993868494429910034227591035614435473046294058531226852292178323727214428270847076991576513762064522079263307586677314632519775395890096455399317328395442085861823125736703723e-6
150	3	2	0.000047837896409987207180418976820821343012575132671091257996656041189100761918484371149838577073764258282890505254909056114297353317454887858327816400489197318242858195852130261692709551520145521724335
150	3	3	-5.28810695595095740320799573405052092574914107992880247071807200580565101143922501673149192055037092234258925860795004727430100300174956568772510900849064393739481715529756579478449851214038856885354e10
150	3	4	2.52754783765215033260119208939011315551929805562607900009853623014323081760207917100736195751861247696464598898512036158335306852875514188527847317137999379808070146468369697479086263582951477576142e11
150	4	1	6.7197758160340209011099790767241107314754571347995630648015328078972368140283899131209008851210505215522657407223423997276680643288363081967124111150580458674656095624574330376261651583790267721137e-6
150	4	2	0.0000692703923338427808370704214346153148516358232798284657578783584917851971995809177338711771736322356465206937139307143191066536689857973966794634664169009012183743892318816373224712440267888344646254
150	4	3	5.28810695595095740320799578880287889145423655302150172690713509067020831128399186969977637588473417718552235422909442730252370517760605801629392273508719243574546706212605569564975070065299977320897e10
150	4	4	-2.52754783765215033260119276240860061397399426963666260935236536405785574443831798019740233239366797071860733484730066306641307409689390642070697442827151211469142909078965231129088452014770804678556e11
200	1	1	-8.37940062290104349298074966855436236174965953504206456548778019481095869785669330660308528088914848135949774974865356264813769598323906296853692794308182507782592198857878681676445776798983997624062e10
200	1	2	6.50994305535719033739919197368205095969298824177622818009106898302218653815324180221932331993253037383467713370744529309294888138682797640020043278214424067585755139143542561491182278304610145905012e10
200	1	3	-2.23923944223414947068596359422063028755915006341295555834065915592808543883515306823051388842744379701181543937769300013310365966223526126611737459982868284903302435855788122178395157689116439330038e-11
200	1	4	3.8283754928469635699037516106375497768323947498929055238522202226749028187637254895527690890480068770318194791319452229416593104009646885002051632922348572424966737044232206243400530229023079522888e-11
200	2	1	8.37940062290099935831019517216669500097491015690852895234225706095267091993274093231767335811674408027857469740654573104323272737964564613960460804857445250752539511642671474541316044813734626416897e10
200	2	2	-6.50994305535758712844057943200538826413816943950622904377526853627954557803650270080869163284319025940002021580819709544226235395435916239434809942225325138285741387055436012178205513862722378458777e10
200	2	3	2.17344119509745202940724756811619003965489056132239876470796957355509419904884430381847820531921912790315074566638850613186152558646006279816449932979577878159234210179677682421259716532262747664798e-11
200	2	4	-2.57056299793716428788033625589330109893836325049511587939026290604177969839220089577181314500397334543183658636876840739070003995520527951436777177057073400624120035973185020694812246628523016886992e-11
200	3	1	3.54908694038825898827245858457282702537140998636635655425576895115833961176502078528328304821015449492109545774444528998398424169033861225498359419099156224006409678162099265269837604165919775514e-6
200	3	2	0.0003191439387512167436598903225774935045584152114579767214373348050163309490711474866194207239664037914125907569220603783289524354782057978740078090532505494044650687588805637082246043651971507861612
200	3	3	-1.575295989270248675402585929431086960820066574100603702672789868973949511053679640783205242018789931683547871529503063968841364098721810936841975158855392325356041468089124457775135917269286439121041e11
200	3	4	2.64598630248345995498015422408655126365113635353489015523468477791526381518767799769994706901269529946133221219884121521633510505289723250481105224755257851852325782211986426931009514674054976221833e11
200	4	1	0.000437797618604575617685335288909208508330760045244972226323523470572584514507462703258727526182313266583394953591941590644184305081508606461470719411077729958480649416191577532284422340486734002391048
200	4	2	0.003648766475123366489713154129234483795450221630537555852153064027592654944611981619979434929464417216105432736212665296982907505998460603216099260945374241784879999943442992102998651011324648845758362
200	4	3	1.575295989270248675402592509255800630564194445703214146697580294924158566733042909741442541142768562559989075097813886435752230568092941386242099372262969845202836755616127748181879985494962549560798e11
200	4	4	-2.645986302483459954980280005336042243579338695070364580102474181065203594152124193431610381324732451920710307793245618569495103342173550186366148174597154459421841561272030681633720694075018899260069e11
250	1	1	-3.025952912964489625127330271432064529533677570944421154683328390959527459409072955440817149353369831510599575273466735254117405896094440442588276550357755663111535397199866657730580331210595146499098e10
250	1	2	2.035028951572596708209011564739874189858756878327017176293670603901171470494632294655474577635882685471654468164078608490383264112326482740603572082166981315735641027703540867791597176698449904826371e11
250	1	3	-3.44704526011201547781314745913786088242097014385313446761037587886107034297874163473673631114733741726522512111358645997529974683235940632318663213476765790499472467027521374377258249022306176625696e-9
250	1	4	3.71922688788756788618038748506548093327961026106017231772375651769627836273816514400529573225069359915183250626098101435289648702485799582789055010520413164424305146703585023329408938710234162580784e-8
250	2	1	3.025952912964275567505985370784132492809930588778489385102783411696463804901997432034895984500401844853170859464715613361222504294576517603982804087882997766076528985196729386962226492958546436061566e10
250	2	2	-2.035028951576054638255861170344640385125773038852489862742985039793659292620938954607191041422926850176406093371145468235417448345367393952902007793539922038943881756349924621739347398151783218224231e11
250	2	3	3.41287314007469664105095743166584427152977721975602668780225456347058558982993655755160644769406003401326392459082727554228247739925049116502819295546266649716909915810798706327636194274093050937809e-9
250	2	4	-3.12610863148982846811283994335720667877369182558026182380874253689750524795935389948779511406693821836904683219372401566185663847914891866582258772403372058653296253816645665804984102874617122295557e-8
250	3	1	0.0021209232234563688991367486537084839910095648493626649562673986488525778225713913222584216584509171538543332561897249253730779176500328581843748868328425932068558907990615683529145559269080664357183
250	3	2	0.2663260425426558992642048380923309192107932049294889145156407713078869812098860660858583189485960708913129994781329683400058951246063509871950545676421312029866403362526126721215683511021909149172008
250	3	3	-5.20430416786727111862346597427289490371976293545092911241154339156760505646587089640929847012769613161994612644859964381208209477712340170131958770935519528249537534510940517929854444591937630325498e10
250	3	4	4.94429568920467791630046490423058227867072864970605638497734898918048478298098249984410388935398208598143664232916026925268852095949148172605631798628708880567390525938581569224862577584293818248299e11
250	4	1	0.00001965298999263758018361858376133766830813095608712767436914642190265623664025720742144491583624093365688567275929108980615046840469176656320408351722152682451681688447681416757254844841194693323822
250	4	2	0.0794669621423046612124146886092851333364754400019546747331414413227790139617603126185581515265664498153729750252854549640852261052372201500990177531819416616517350585224094732117629886838365566702236
250	4	3	5.204304167867271118626883186276626787395981938198130773500662683977315834446683027948346945442576639338459112793927382137278214429399320144621314652666086798311219263039904320081106997136098971304606e10
250	4	4	-4.944295689204677916359776729870356220477483403876883810427940832728475832372483897923981200831863210433186704147535807330967088366217181595160302840857996521880701497502856798019634668729877540007416e11
